spot,Flags,Column,Row,Name,ID,RefNumber,c253295110048_ar2_jun1912_A_SL,c253295110048_ar1_jun1912_B_SL,c253295110048_ar4_jun1912_C_SL,c253295110048_ar3_jun1912_A_L,c253295110048_ar6_jun1912_B_L,c253295110048_ar5_jun1912_C_L,c253295110048_ar8_jun1912_A_C,c253295110048_ar7_jun1912_B_C,c253295110054_ar2_jul1112_C_C
10582,0,10,68,87116472_AB231900.1_58-1340,CUST_6_PI426227955,14153,0,2,-2,0,0,2,-1,-1,0
10583,0,96,83,87116472_AB231900.1_58-1340,CUST_4_PI426227955,123,1,0,0,0,1,-3,1,1,1
10584,0,38,120,87116472_AB231900.1_58-1340,CUST_6_PI426227955,9535,1,-4,0,-1,1,-1,1,-1,1
10585,0,76,9,87116474_AB231901.1_58-1444,CUST_8_PI426227955,3440,-9,1,0,-1,-2,3,-3,-5,0
10586,0,26,26,87116474_AB231901.1_58-1444,CUST_7_PI426227955,11550,-2,22,2,1,2,7,3,1,0
10587,0,45,26,87116474_AB231901.1_58-1444,CUST_7_PI426227955,8434,11,22,0,4,3,12,3,-8,-1
10588,0,95,47,87116474_AB231901.1_58-1444,CUST_9_PI426227955,305,101,197,72,49,57,125,54,75,5
10589,0,16,77,87116474_AB231901.1_58-1444,CUST_8_PI426227955,13246,0,-6,1,0,-1,1,-1,0,-1
10590,0,32,101,87116474_AB231901.1_58-1444,CUST_8_PI426227955,10610,1,4,3,0,1,3,1,1,-1
10591,0,86,118,87116474_AB231901.1_58-1444,CUST_7_PI426227955,1664,11,23,7,7,4,12,3,4,1
10592,0,16,139,87116474_AB231901.1_58-1444,CUST_9_PI426227955,13215,67,197,63,46,38,102,44,70,3
10593,0,42,158,87116474_AB231901.1_58-1444,CUST_9_PI426227955,8860,85,205,58,48,42,77,46,58,9
10594,0,45,7,90822885_DQ445807.1_359-628,CUST_123_PI426246026,8525,331,406,215,278,119,245,88,144,16
10595,0,68,35,90822885_DQ445807.1_359-628,CUST_123_PI426246026,4739,463,495,231,313,148,363,104,168,13
10596,0,73,143,90822885_DQ445807.1_359-628,CUST_123_PI426246026,3865,334,387,166,215,118,240,73,97,9
10597,0,66,51,90822885_DQ445807.1_8-304,CUST_126_PI426246026,5059,1083,1124,551,722,354,737,230,386,328
10598,0,60,52,90822885_DQ445807.1_8-304,CUST_126_PI426246026,5961,1178,1224,567,889,354,742,266,416,321
10599,0,89,56,90822885_DQ445807.1_8-304,CUST_126_PI426246026,1203,1023,949,561,734,336,626,262,299,330
10600,0,38,32,AB048846_13_47,CUST_2_PI426266615,9579,3,2,1,-1,1,1,2,-1,0
10601,0,12,81,AB048846_13_47,CUST_1_PI426266615,13900,1,1,1,-4,2,2,0,1,0
10602,0,83,94,AB048846_13_47,CUST_3_PI426266615,2168,-1,4,-1,-1,-1,1,1,0,0
10603,0,69,101,AB048846_13_47,CUST_1_PI426266615,4542,1,4,0,0,-1,0,0,2,1
10604,0,15,110,AB048846_13_47,CUST_1_PI426266615,13312,-2,-3,0,-2,-2,1,0,0,1
10605,0,10,129,AB048846_13_47,CUST_2_PI426266615,14204,2,-10,-1,1,1,1,0,0,0
10606,0,13,141,AB048846_13_47,CUST_2_PI426266615,13706,3,2,-2,0,0,0,1,1,0
10607,0,91,150,AB048846_13_47,CUST_3_PI426266615,828,0,6,2,0,-1,-1,2,1,0
10608,0,13,153,AB048846_13_47,CUST_3_PI426266615,13700,-1,2,0,1,1,2,1,0,-1
10609,0,46,2,AB048853_131_165,CUST_6_PI426266615,8282,2,0,-1,0,-1,3,0,0,0
10610,0,19,53,AB048853_131_165,CUST_4_PI426266615,12766,-1,2,1,2,0,0,0,0,0
10611,0,36,59,AB048853_131_165,CUST_6_PI426266615,9975,1,0,1,-1,1,3,0,-1,1
10612,0,24,65,AB048853_131_165,CUST_4_PI426266615,11940,1,3,1,1,-1,0,-1,-1,-1
10613,0,17,95,AB048853_131_165,CUST_4_PI426266615,13073,0,2,0,2,1,1,2,0,-3
10614,0,24,95,AB048853_131_165,CUST_6_PI426266615,11925,-2,1,1,1,1,-1,0,-1,1
10615,0,78,103,AB048853_131_165,CUST_5_PI426266615,3065,0,-5,2,1,-1,2,-1,-1,0
10616,0,70,122,AB048853_131_165,CUST_5_PI426266615,4286,0,3,0,-1,0,0,-1,2,-1
10617,0,4,145,AB048853_131_165,CUST_5_PI426266615,15180,-1,7,2,-2,1,2,-1,1,0
10618,0,12,3,AB086183_1000_1034,CUST_8_PI426266615,13939,-1,5,0,2,0,-2,0,-1,0
10619,0,9,4,AB086183_1000_1034,CUST_8_PI426266615,14349,1,2,-1,-1,2,-3,0,2,0
10620,0,74,43,AB086183_1000_1034,CUST_8_PI426266615,3751,2,0,-3,2,0,1,0,0,-2
10621,0,18,61,AB086183_1000_1034,CUST_7_PI426266615,12926,1,1,1,0,-1,1,0,1,1
10622,0,34,107,AB086183_1000_1034,CUST_7_PI426266615,10279,1,5,2,-2,0,1,0,-2,-1
10623,0,5,111,AB086183_1000_1034,CUST_9_PI426266615,15033,3,3,0,-4,2,1,-1,24,2
10624,0,32,111,AB086183_1000_1034,CUST_9_PI426266615,10605,-1,-1,0,-5,0,2,1,-1,0
10625,0,64,113,AB086183_1000_1034,CUST_9_PI426266615,5356,2,2,3,1,1,2,3,0,1
10626,0,62,150,AB086183_1000_1034,CUST_7_PI426266615,5584,3,3,0,-1,2,-3,1,-1,-1
10627,0,76,10,AB086826.1,CUST_1_PI426226915,3358,9183,13205,5361,5209,3860,5182,3276,4220,142
10628,0,78,61,AB086826.1,CUST_2_PI426226915,3086,2973,3649,962,986,807,783,377,641,13
10629,0,25,66,AB086826.1,CUST_3_PI426226915,11694,6155,8679,2872,2778,1926,2503,1368,1953,15
10630,0,35,88,AB086826.1,CUST_1_PI426226915,10043,11573,13438,5038,5444,4193,5822,3906,4356,171
10631,0,16,92,AB086826.1,CUST_2_PI426226915,13157,2564,3335,901,854,670,696,374,504,7
10632,0,93,100,AB086826.1,CUST_2_PI426226915,525,2359,2898,831,869,706,581,413,524,12
10633,0,29,143,AB086826.1,CUST_3_PI426226915,11081,5521,6531,2110,2211,1573,2157,1105,1572,19
10634,0,16,157,AB086826.1,CUST_1_PI426226915,13206,7940,12383,3789,4445,3201,4735,2528,3989,121
10635,0,77,160,AB086826.1,CUST_3_PI426226915,3119,4793,5950,2007,2024,1335,1921,1082,1252,16
10636,0,61,11,AB086828_381_415,CUST_11_PI426266615,5899,2,15,2,1,0,7,1,7,4
10637,0,1,40,AB086828_381_415,CUST_10_PI426266615,15643,-1,9,0,0,0,1,0,0,0
10638,0,11,41,AB086828_381_415,CUST_12_PI426266615,14084,1,10,0,-1,0,-1,2,3,0
10639,0,9,45,AB086828_381_415,CUST_12_PI426266615,14410,2,20,2,1,1,4,1,1,0
10640,0,79,48,AB086828_381_415,CUST_11_PI426266615,2847,5,18,4,4,3,10,3,8,0
10641,0,85,78,AB086828_381_415,CUST_11_PI426266615,1848,5,15,2,3,0,23,4,8,9
10642,0,11,81,AB086828_381_415,CUST_12_PI426266615,14064,2,9,2,-1,1,1,1,1,0
10643,0,39,98,AB086828_381_415,CUST_10_PI426266615,9382,-1,0,0,-3,0,1,0,0,1
10644,0,5,110,AB086828_381_415,CUST_10_PI426266615,14952,2,3,-1,3,0,-1,-1,0,-2
10645,0,60,5,AB106689_129_163,CUST_15_PI426266615,6066,4,12,3,2,0,2,1,8,2
10646,0,4,13,AB106689_129_163,CUST_15_PI426266615,15246,8,6,4,4,1,1,-2,2,1
10647,0,2,30,AB106689_129_163,CUST_14_PI426266615,15484,14,49,9,7,5,25,6,16,2
10648,0,78,30,AB106689_129_163,CUST_13_PI426266615,3020,7,1,1,-4,-1,1,-1,0,1
10649,0,61,49,AB106689_129_163,CUST_14_PI426266615,5880,22,50,22,9,7,30,7,13,0
10650,0,47,92,AB106689_129_163,CUST_13_PI426266615,8073,2,1,2,2,0,2,0,-1,-6
10651,0,25,153,AB106689_129_163,CUST_14_PI426266615,11732,18,43,8,9,7,18,3,13,-6
10652,0,22,157,AB106689_129_163,CUST_13_PI426266615,12222,0,-3,2,-3,1,-1,2,0,-2
10653,0,42,162,AB106689_129_163,CUST_15_PI426266615,8858,0,6,3,0,5,3,3,1,0
10654,0,89,10,AB117374_173_207,CUST_16_PI426266615,1226,4,-8,0,0,1,2,0,0,0
10655,0,3,19,AB117374_173_207,CUST_17_PI426266615,15407,3,4,1,-1,-1,1,-1,0,0
10656,0,88,27,AB117374_173_207,CUST_17_PI426266615,1463,2,-1,0,3,-1,-2,-1,0,1
10657,0,51,38,AB117374_173_207,CUST_16_PI426266615,7444,1,-2,-1,0,0,0,1,0,-1
10658,0,21,53,AB117374_173_207,CUST_18_PI426266615,12438,10,22,7,25,3,9,3,-2,1
10659,0,76,66,AB117374_173_207,CUST_18_PI426266615,3330,23,10,7,21,3,10,2,15,2
10660,0,80,79,AB117374_173_207,CUST_18_PI426266615,2749,19,11,12,23,4,10,5,-7,3
10661,0,30,135,AB117374_173_207,CUST_16_PI426266615,10921,0,-11,0,1,-1,2,-1,2,-1
10662,0,63,154,AB117374_173_207,CUST_17_PI426266615,5418,1,6,-1,-1,-9,0,-1,0,-2
10663,0,69,24,AB118342.2,CUST_6_PI426226915,4499,707,810,323,285,203,272,122,192,17
10664,0,10,47,AB118342.2,CUST_6_PI426226915,14245,682,810,337,258,197,259,96,187,11
10665,0,50,161,AB118342.2,CUST_6_PI426226915,7628,497,639,231,219,155,196,89,123,10
10666,0,53,1,AB118425.2,CUST_9_PI426226915,7216,1116,1210,568,459,315,384,211,289,30
10667,0,53,20,AB118425.2,CUST_9_PI426226915,7125,1247,1452,586,513,322,508,220,354,37
10668,0,15,109,AB118425.2,CUST_9_PI426226915,13394,1278,1509,565,552,345,514,210,337,29
10669,0,35,12,AB118429.2,CUST_12_PI426226915,10081,1136,1288,549,484,293,424,208,318,24
10670,0,68,122,AB118429.2,CUST_12_PI426226915,4614,1149,1351,531,454,310,492,222,325,31
10671,0,75,141,AB118429.2,CUST_12_PI426226915,3538,1002,1253,469,421,302,392,217,258,32
10672,0,7,5,AB201749_1369_1403,CUST_20_PI426266615,14758,-14,0,-1,0,0,0,-1,0,0
10673,0,85,13,AB201749_1369_1403,CUST_21_PI426266615,1962,2,1,0,-1,-1,0,1,0,1
10674,0,38,51,AB201749_1369_1403,CUST_21_PI426266615,9651,1,1,1,1,1,4,-4,0,-1
10675,0,76,80,AB201749_1369_1403,CUST_19_PI426266615,3323,1,3,0,1,1,-1,1,-3,1
10676,0,46,84,AB201749_1369_1403,CUST_20_PI426266615,8241,1,1,0,0,-1,-1,-1,0,3
10677,0,67,93,AB201749_1369_1403,CUST_21_PI426266615,4874,2,1,-4,2,0,1,-1,0,0
10678,0,46,109,AB201749_1369_1403,CUST_19_PI426266615,8310,0,3,-2,-2,0,-2,-1,1,1
10679,0,33,132,AB201749_1369_1403,CUST_19_PI426266615,10349,1,0,1,-1,-1,-1,0,1,1
10680,0,82,151,AB201749_1369_1403,CUST_20_PI426266615,2385,1,1,1,2,2,1,2,1,-1
10681,0,12,23,AB209969.1,CUST_11_PI426244603,13929,4,4,1,-2,2,2,0,-1,0
10682,0,96,29,AB209969.1,CUST_10_PI426244603,150,10,10,4,2,0,2,0,-1,2
10683,0,67,38,AB209969.1,CUST_11_PI426244603,4820,2,6,2,6,0,1,0,0,-11
10684,0,53,82,AB209969.1,CUST_10_PI426244603,7094,7,7,2,2,-1,1,3,-1,2
10685,0,58,118,AB209969.1,CUST_10_PI426244603,6256,5,2,2,0,-1,0,0,0,-1
10686,0,12,131,AB209969.1,CUST_11_PI426244603,13875,1,7,0,2,2,0,-1,1,1
10687,0,25,45,AB441382.1,CUST_15_PI426226915,11786,1376,1548,606,556,357,484,228,319,19
10688,0,30,45,AB441382.1,CUST_15_PI426226915,10966,1345,1617,579,531,392,501,234,328,17
10689,0,83,155,AB441382.1,CUST_15_PI426226915,2219,908,1100,400,363,293,367,165,234,33
10690,0,47,5,AB441386.1,CUST_18_PI426226915,8198,1188,1381,566,478,333,434,237,287,29
10691,0,56,79,AB441386.1,CUST_18_PI426226915,6685,1601,1835,737,613,417,602,294,408,39
10692,0,6,105,AB441386.1,CUST_18_PI426226915,14872,1168,1511,525,534,320,469,207,324,23
10693,0,51,14,Ac_1_13_47,CUST_24_PI426266615,7456,-3,-9,0,-1,3,-6,2,0,1
10694,0,50,26,Ac_1_13_47,CUST_23_PI426266615,7614,1,3,-8,0,2,-2,0,0,1
10695,0,92,50,Ac_1_13_47,CUST_23_PI426266615,714,2,2,1,-4,1,2,0,0,0
10696,0,18,57,Ac_1_13_47,CUST_22_PI426266615,12928,2,1,0,0,-1,-1,1,1,0
10697,0,28,82,Ac_1_13_47,CUST_23_PI426266615,11194,0,0,0,0,0,1,0,-1,-3
10698,0,21,95,Ac_1_13_47,CUST_24_PI426266615,12417,1,-2,-1,1,0,-1,-1,-2,0
10699,0,88,113,Ac_1_13_47,CUST_24_PI426266615,1420,0,-1,1,-1,0,-5,-2,1,0
10700,0,73,121,Ac_1_13_47,CUST_22_PI426266615,3876,4,0,0,0,-1,3,2,-1,1
10701,0,52,147,Ac_1_13_47,CUST_22_PI426266615,7307,3,-7,0,1,0,-1,-4,1,-3
10702,0,79,12,Ac_10_137_171,CUST_27_PI426266615,2865,0,1,-3,-1,-1,1,0,1,3
10703,0,68,21,Ac_10_137_171,CUST_26_PI426266615,4746,1,0,1,-1,1,0,1,0,1
10704,0,41,47,Ac_10_137_171,CUST_27_PI426266615,9161,3,-7,1,0,1,0,-2,-3,4
10705,0,69,67,Ac_10_137_171,CUST_26_PI426266615,4559,0,1,0,2,1,-3,-2,2,1
10706,0,71,92,Ac_10_137_171,CUST_27_PI426266615,4137,0,0,2,1,-1,-1,0,-1,4
10707,0,63,111,Ac_10_137_171,CUST_25_PI426266615,5521,-2,3,0,-2,0,-1,2,-1,0
10708,0,43,113,Ac_10_137_171,CUST_26_PI426266615,8800,1,0,1,-3,-1,1,-2,0,3
10709,0,64,122,Ac_10_137_171,CUST_25_PI426266615,5270,-1,1,-1,-1,0,3,0,-1,1
10710,0,16,152,Ac_10_137_171,CUST_25_PI426266615,13127,2,1,2,-2,1,1,-1,1,2
10711,0,87,2,Ac_11_135_169,CUST_29_PI426266615,1558,15,17,5,3,2,6,1,5,0
10712,0,89,8,Ac_11_135_169,CUST_28_PI426266615,1227,18,30,4,1,3,11,3,4,0
10713,0,19,41,Ac_11_135_169,CUST_28_PI426266615,12772,9,21,4,5,2,-10,1,4,2
10714,0,26,42,Ac_11_135_169,CUST_30_PI426266615,11542,21,19,6,5,1,5,0,2,-2
10715,0,71,45,Ac_11_135_169,CUST_30_PI426266615,4242,16,22,3,3,2,8,-1,3,0
10716,0,59,59,Ac_11_135_169,CUST_28_PI426266615,6203,22,21,3,1,2,3,1,-4,-1
10717,0,48,69,Ac_11_135_169,CUST_29_PI426266615,8002,23,20,6,5,2,5,0,2,2
10718,0,86,92,Ac_11_135_169,CUST_30_PI426266615,1677,7,18,4,1,-1,5,0,-1,0
10719,0,87,98,Ac_11_135_169,CUST_29_PI426266615,1510,14,18,6,5,2,9,-1,2,2
10720,0,78,13,Ac_12_125_159,CUST_32_PI426266615,3110,4,-4,0,1,1,2,-2,0,1
10721,0,22,34,Ac_12_125_159,CUST_31_PI426266615,12202,-2,1,0,0,0,1,-2,1,2
10722,0,6,48,Ac_12_125_159,CUST_33_PI426266615,14819,-1,4,-1,1,-1,-2,0,1,-2
10723,0,4,63,Ac_12_125_159,CUST_32_PI426266615,15221,1,3,1,2,1,-4,1,2,1
10724,0,18,76,Ac_12_125_159,CUST_31_PI426266615,12837,-2,1,1,2,1,0,2,-1,0
10725,0,31,92,Ac_12_125_159,CUST_32_PI426266615,10697,-1,0,2,0,1,0,-1,-4,1
10726,0,25,99,Ac_12_125_159,CUST_33_PI426266615,11759,-2,-12,1,0,-1,-5,-1,-2,1
10727,0,68,132,Ac_12_125_159,CUST_31_PI426266615,4609,-2,-3,-2,1,0,2,0,0,1
10728,0,11,152,Ac_12_125_159,CUST_33_PI426266615,13947,0,-1,0,-1,0,-1,2,1,1
10729,0,18,10,Ac_13_121_155,CUST_35_PI426266615,12870,3,1,-1,0,-2,1,0,0,2
10730,0,33,87,Ac_13_121_155,CUST_35_PI426266615,10453,0,1,2,0,0,0,1,0,-1
10731,0,16,100,Ac_13_121_155,CUST_36_PI426266615,13153,2,1,2,-3,1,1,0,-1,0
10732,0,83,105,Ac_13_121_155,CUST_34_PI426266615,2244,0,3,-1,1,0,4,1,-2,1
10733,0,87,113,Ac_13_121_155,CUST_36_PI426266615,1584,3,2,-1,-2,0,0,-1,1,-1
10734,0,36,119,Ac_13_121_155,CUST_34_PI426266615,9945,0,3,0,-1,0,1,0,2,1
10735,0,58,145,Ac_13_121_155,CUST_36_PI426266615,6324,2,7,1,0,-1,0,2,1,0
10736,0,67,148,Ac_13_121_155,CUST_35_PI426266615,4765,-3,7,0,-1,-1,0,-1,-1,0
10737,0,22,156,Ac_13_121_155,CUST_34_PI426266615,12141,-2,6,1,0,1,2,-1,2,-1
10738,0,55,8,Ac_14_105_139,CUST_37_PI426266615,6803,-5,0,-1,-2,1,-1,0,0,1
10739,0,61,70,Ac_14_105_139,CUST_39_PI426266615,5788,-7,0,-3,2,-1,-1,1,1,-1
10740,0,57,85,Ac_14_105_139,CUST_37_PI426266615,6518,1,2,-2,-1,0,-1,-2,-2,-2
10741,0,40,91,Ac_14_105_139,CUST_38_PI426266615,9303,1,3,-2,0,3,0,1,-1,1
10742,0,50,95,Ac_14_105_139,CUST_38_PI426266615,7661,0,0,1,1,-1,0,2,0,-2
10743,0,16,110,Ac_14_105_139,CUST_37_PI426266615,13148,-3,2,1,2,0,0,1,0,-2
10744,0,53,122,Ac_14_105_139,CUST_39_PI426266615,7074,0,2,1,-2,-1,1,-1,0,1
10745,0,83,127,Ac_14_105_139,CUST_38_PI426266615,2233,1,3,1,2,1,1,1,-1,-2
10746,0,31,142,Ac_14_105_139,CUST_39_PI426266615,10672,1,-3,0,2,0,-1,1,-9,1
10747,0,93,7,Ac_15_129_163,CUST_40_PI426266615,653,3,-4,-1,1,-1,0,0,-6,0
10748,0,18,24,Ac_15_129_163,CUST_41_PI426266615,12863,0,-6,0,0,2,0,0,1,2
10749,0,10,95,Ac_15_129_163,CUST_41_PI426266615,14221,0,1,-1,1,-2,2,0,-1,-2
10750,0,14,96,Ac_15_129_163,CUST_42_PI426266615,13483,0,2,-2,-2,-1,2,0,-1,2
10751,0,20,99,Ac_15_129_163,CUST_42_PI426266615,12579,2,3,0,-1,1,1,-1,1,-1
10752,0,52,114,Ac_15_129_163,CUST_40_PI426266615,7242,-1,0,-1,0,0,2,2,0,0
10753,0,10,127,Ac_15_129_163,CUST_41_PI426266615,14205,1,-7,-1,-1,0,2,1,-2,1
10754,0,67,154,Ac_15_129_163,CUST_42_PI426266615,4762,1,4,2,1,1,-1,0,2,0
10755,0,62,160,Ac_15_129_163,CUST_40_PI426266615,5579,-1,8,-1,0,1,-1,-4,0,0
10756,0,94,11,Ac_16_101_135,CUST_44_PI426266615,487,2,1,0,1,0,1,1,2,0
10757,0,16,21,Ac_16_101_135,CUST_43_PI426266615,13274,0,2,0,1,-2,-1,0,0,0
10758,0,94,31,Ac_16_101_135,CUST_44_PI426266615,477,2,0,1,1,1,4,1,3,2
10759,0,92,38,Ac_16_101_135,CUST_45_PI426266615,720,0,0,-2,1,2,2,0,0,1
10760,0,52,72,Ac_16_101_135,CUST_45_PI426266615,7263,0,1,1,0,0,0,0,-1,1
10761,0,51,101,Ac_16_101_135,CUST_44_PI426266615,7494,1,2,0,-1,-1,2,-6,2,-1
10762,0,59,109,Ac_16_101_135,CUST_43_PI426266615,6178,-1,2,-2,0,0,2,2,3,1
10763,0,34,144,Ac_16_101_135,CUST_43_PI426266615,10179,2,1,0,1,1,0,1,1,1
10764,0,58,159,Ac_16_101_135,CUST_45_PI426266615,6317,1,0,0,-6,-1,-1,1,2,1
10765,0,45,28,Ac_17_143_177,CUST_48_PI426266615,8433,-8,-3,2,1,2,-1,1,-1,0
10766,0,1,35,Ac_17_143_177,CUST_46_PI426266615,15727,4,18,2,1,1,5,2,1,1
10767,0,36,47,Ac_17_143_177,CUST_47_PI426266615,9981,5,16,-1,2,2,1,1,1,1
10768,0,10,62,Ac_17_143_177,CUST_47_PI426266615,14156,-6,7,2,-1,0,0,-3,0,1
10769,0,16,71,Ac_17_143_177,CUST_46_PI426266615,13249,9,20,1,2,3,1,0,0,2
10770,0,65,72,Ac_17_143_177,CUST_46_PI426266615,5131,16,17,-2,0,2,9,1,3,3
10771,0,92,103,Ac_17_143_177,CUST_47_PI426266615,769,5,17,2,2,3,3,-2,1,0
10772,0,79,112,Ac_17_143_177,CUST_48_PI426266615,2815,2,1,0,1,2,1,1,1,2
10773,0,59,122,Ac_17_143_177,CUST_48_PI426266615,6090,0,1,-1,0,0,2,-3,0,2
10774,0,51,7,Ac_18_111_145,CUST_50_PI426266615,7541,0,-1,0,0,1,1,1,-3,1
10775,0,78,27,Ac_18_111_145,CUST_49_PI426266615,3103,-1,0,2,2,-1,1,1,2,1
10776,0,21,38,Ac_18_111_145,CUST_51_PI426266615,12364,-3,0,-1,3,0,2,1,0,0
10777,0,16,51,Ac_18_111_145,CUST_51_PI426266615,13259,1,2,-2,0,1,-2,0,0,-1
10778,0,24,64,Ac_18_111_145,CUST_49_PI426266615,11859,0,3,0,-1,0,0,1,0,1
10779,0,27,89,Ac_18_111_145,CUST_49_PI426266615,11436,-2,2,0,0,-1,-1,2,1,0
10780,0,12,98,Ac_18_111_145,CUST_51_PI426266615,13810,2,-4,0,-14,1,3,0,0,0
10781,0,92,133,Ac_18_111_145,CUST_50_PI426266615,754,-4,4,-1,0,-1,1,-1,-1,0
10782,0,79,138,Ac_18_111_145,CUST_50_PI426266615,2802,-1,1,2,2,-1,0,-1,0,0
10783,0,32,11,Ac_19_241_276,CUST_54_PI426266615,10655,1,-1,1,0,1,1,2,-3,-2
10784,0,16,57,Ac_19_241_276,CUST_53_PI426266615,13256,0,-2,2,-1,0,0,0,0,-1
10785,0,62,58,Ac_19_241_276,CUST_54_PI426266615,5630,0,4,1,2,1,-2,1,0,0
10786,0,32,69,Ac_19_241_276,CUST_52_PI426266615,10626,0,-1,0,2,0,1,-3,-1,-5
10787,0,4,72,Ac_19_241_276,CUST_52_PI426266615,15135,2,1,1,2,0,-2,0,-2,0
10788,0,35,83,Ac_19_241_276,CUST_53_PI426266615,10127,1,0,1,0,1,2,-1,1,-2
10789,0,69,99,Ac_19_241_276,CUST_52_PI426266615,4543,0,3,-1,1,-2,-1,-2,0,-1
10790,0,62,163,Ac_19_241_276,CUST_54_PI426266615,5659,0,3,0,3,0,1,-1,1,1
10791,0,92,163,Ac_19_241_276,CUST_53_PI426266615,739,0,1,3,-2,0,2,2,1,-1
10792,0,30,30,Ac_2_161_195,CUST_57_PI426266615,10892,1,1,-1,1,1,2,-1,-1,1
10793,0,84,45,Ac_2_161_195,CUST_57_PI426266615,2110,-3,5,2,-2,1,3,1,0,2
10794,0,52,59,Ac_2_161_195,CUST_57_PI426266615,7351,1,1,-1,0,-1,0,1,1,1
10795,0,19,61,Ac_2_161_195,CUST_55_PI426266615,12762,2,1,0,1,0,2,0,1,0
10796,0,1,65,Ac_2_161_195,CUST_56_PI426266615,15712,2,1,1,0,0,0,-1,-1,0
10797,0,48,115,Ac_2_161_195,CUST_55_PI426266615,7979,-2,1,1,-1,-1,1,0,-1,0
10798,0,43,135,Ac_2_161_195,CUST_55_PI426266615,8789,1,1,-2,0,1,-4,-2,-4,0
10799,0,45,135,Ac_2_161_195,CUST_56_PI426266615,8461,-1,-1,2,0,0,2,1,0,-1
10800,0,7,138,Ac_2_161_195,CUST_56_PI426266615,14610,1,2,-1,-1,-1,-1,-2,-1,-1
10801,0,91,69,Ac_20_201_235,CUST_60_PI426266615,950,2,1,-2,0,2,3,0,2,1
10802,0,92,74,Ac_20_201_235,CUST_59_PI426266615,702,0,1,1,1,-1,-1,0,3,2
10803,0,92,81,Ac_20_201_235,CUST_60_PI426266615,780,1,3,0,1,-1,1,2,-7,1
10804,0,51,87,Ac_20_201_235,CUST_58_PI426266615,7501,-1,1,1,-2,1,-1,-1,-1,1
10805,0,39,95,Ac_20_201_235,CUST_59_PI426266615,9465,0,3,1,1,2,-1,0,-1,-1
10806,0,37,116,Ac_20_201_235,CUST_58_PI426266615,9701,0,-5,1,0,1,-2,-1,-1,1
10807,0,30,125,Ac_20_201_235,CUST_60_PI426266615,10926,2,1,-1,0,0,2,-2,-4,-1
10808,0,88,139,Ac_20_201_235,CUST_58_PI426266615,1407,-1,2,-1,-3,-1,1,1,1,2
10809,0,41,147,Ac_20_201_235,CUST_59_PI426266615,9111,3,2,1,0,-2,3,1,-1,3
10810,0,70,11,Ac_22_152_186,CUST_61_PI426266615,4423,2,-4,2,0,2,-4,0,-1,1
10811,0,39,21,Ac_22_152_186,CUST_63_PI426266615,9502,1,1,2,-2,-1,0,1,0,0
10812,0,90,38,Ac_22_152_186,CUST_63_PI426266615,1048,-1,3,-2,-1,1,0,-2,0,3
10813,0,94,38,Ac_22_152_186,CUST_62_PI426266615,392,3,1,0,1,1,4,0,0,0
10814,0,48,54,Ac_22_152_186,CUST_62_PI426266615,7928,-1,0,0,0,-1,2,-2,2,0
10815,0,39,56,Ac_22_152_186,CUST_62_PI426266615,9403,1,-2,0,-2,-1,1,0,1,-1
10816,0,25,74,Ac_22_152_186,CUST_61_PI426266615,11690,-1,1,-2,2,-1,1,-1,0,-1
10817,0,36,110,Ac_22_152_186,CUST_61_PI426266615,9868,0,2,1,2,0,3,2,1,0
10818,0,33,116,Ac_22_152_186,CUST_63_PI426266615,10357,-2,1,1,0,-1,1,0,2,-1
10819,0,33,9,Ac_23_101_135,CUST_65_PI426266615,10492,2,2,-1,-1,0,0,0,-1,-1
10820,0,67,23,Ac_23_101_135,CUST_66_PI426266615,4909,-3,-8,-1,1,0,1,1,0,2
10821,0,94,30,Ac_23_101_135,CUST_64_PI426266615,396,1,1,3,0,0,-2,1,1,1
10822,0,62,56,Ac_23_101_135,CUST_64_PI426266615,5631,0,4,-1,1,1,0,-1,0,0
10823,0,43,74,Ac_23_101_135,CUST_66_PI426266615,8738,-1,1,1,0,1,0,0,1,0
10824,0,79,99,Ac_23_101_135,CUST_65_PI426266615,2903,0,-1,1,1,0,1,1,-1,0
10825,0,52,151,Ac_23_101_135,CUST_65_PI426266615,7305,-1,4,0,0,0,-1,2,-1,-1
10826,0,24,152,Ac_23_101_135,CUST_66_PI426266615,11815,1,1,1,1,0,0,1,3,-2
10827,0,35,160,Ac_23_101_135,CUST_64_PI426266615,10007,-1,2,-1,1,1,2,0,0,0
10828,0,18,37,Ac_24_145_179,CUST_68_PI426266615,12938,1,-1,0,-13,-1,0,1,2,1
10829,0,9,49,Ac_24_145_179,CUST_68_PI426266615,14408,-2,-3,-1,1,-2,0,0,-1,2
10830,0,88,53,Ac_24_145_179,CUST_69_PI426266615,1450,4,2,-1,0,2,-1,0,-2,3
10831,0,93,54,Ac_24_145_179,CUST_68_PI426266615,548,0,-3,-1,0,1,2,1,0,-1
10832,0,65,61,Ac_24_145_179,CUST_67_PI426266615,5218,-1,-1,-2,1,0,1,-2,1,-2
10833,0,22,75,Ac_24_145_179,CUST_69_PI426266615,12263,1,1,0,-3,1,1,0,1,1
10834,0,16,79,Ac_24_145_179,CUST_67_PI426266615,13245,2,1,-1,-1,0,2,1,0,0
10835,0,40,82,Ac_24_145_179,CUST_69_PI426266615,9226,-1,2,0,-3,1,-1,0,-2,0
